sep=;
#datatype measurement;dateTime:RFC3339;long;tag;tag;double;double;tag;tag;tag;double;double;tag
m;datetime;cycle;instrument_id;polarity;mz;intensity;annotated;abs_quantified;bin;purity;centrality;merged_peak
features;2023-06-21T17:32:09.917Z;1;orbitrap_01;n;50.2511;757.1402994791666;true;true;50.25;0.9860076723952432;0.7936722599561676;false
features;2023-06-21T17:32:09.917Z;1;orbitrap_01;n;50.77061;519.4589029947916;false;false;50.78;0.6141447589574291;0.8641379872935886;false
features;2023-06-21T17:32:09.917Z;1;orbitrap_01;p;54.08142;260.5867919921875;false;false;54.08;0.7073849886556571;0.9415453963464984;false
features;2023-06-21T17:32:09.917Z;1;orbitrap_01;n;55.67421;262.79734293619794;false;false;55.67;0.7814617752868127;0.32464915647756243;true
features;2023-06-21T17:32:09.917Z;1;orbitrap_01;n;55.75705;22448.03906;false;false;55.76;0.992608349;0.4111406587208535;false
features;2023-06-21T17:32:09.917Z;1;orbitrap_01;p;56.00694;1507.1775716145833;false;false;56.01;0.9947371148397866;0.38479948562957134;false
features;2023-06-21T17:32:09.917Z;1;orbitrap_01;n;56.80037;2791.0631510416665;false;false;56.80;0.9933102604259022;0.9279865322762362;false
features;2023-06-21T17:32:09.917Z;1;orbitrap_01;n;56.98713;264.76470947265625;false;false;56.99;0.5644885744190911;0.9538322066101159;false
features;2023-06-21T17:32:09.917Z;1;orbitrap_01;p;56.99575;3605.4593098958335;false;false;57.00;0.9708502872336539;0.17954110392628309;false